"Order ID","Flavor","Category","$ Sales","Date Ordered","Date Delivered","Distribution Center","New Customer?","Service Satisfaction Rating","Product Satisfaction Rating",""
"95977","Grape","Smoothies","417.38","1/17/2019","1/19/2019","RI","No","1","5",""
"95977","Orange","Smoothies","1233.22","1/17/2019","1/19/2019","RI","No","5","",""
"95979","Cucumber","Smoothies","1919.41","1/17/2019","1/19/2019","WV","No","5","",""
"96022","Apple","Juices","631.66","1/21/2019","1/23/2019","RI","No","","2",""
"96062","Apple","Juices","1240.56","1/25/2019","1/27/2019","ID","No","","",""
"96068","Apple","Juices","333.17","1/25/2019","1/27/2019","MS","No","","4",""
"96068","Orange","Juices","61.51","1/25/2019","1/27/2019","MS","No","","5",""
"96071","Apple","Juices","735.43","1/25/2019","1/27/2019","ND","No","","5",""
"96071","Pear","Juices","1244.33","1/25/2019","1/27/2019","ND","No","3","",""
"96076","Orange","Smoothies","981.76","1/25/2019","1/27/2019","NE","No","","",""
"96076","Tomato","Juices","1467.08","1/25/2019","1/27/2019","NE","No","3","",""
"96088","Celery","Smoothies","1430.74","1/26/2019","1/28/2019","ID","Yes","3","",""
"96088","Grape","Juices","1874.49","1/26/2019","1/28/2019","ID","Yes","5","",""
"96096","Grape","Juices","1033.91","1/26/2019","1/28/2019","ND","No","3","",""
"96096","Beet","Smoothies","586.99","1/26/2019","1/28/2019","ND","No","2","",""
"96096","Pear","Smoothies","1495.52","1/26/2019","1/28/2019","ND","No","2","",""
"96096","Apple","Juices","1780.98","1/26/2019","1/28/2019","ND","No","2","",""
"96096","Orange","Smoothies","1066.97","1/26/2019","1/28/2019","ND","No","","2",""
"103780","Orange","Juices","134.27","8/3/2020","8/5/2020","MS","No","5","",""
"96100","Cucumber","Juices","458.48","1/26/2019","1/28/2019","NE","Yes","3","",""
"96100","Tomato","Juices","1969.00","1/26/2019","1/28/2019","NE","Yes","5","",""
"96105","Beet","Juices","1741.09","1/26/2019","1/28/2019","NM","No","3","2",""
"96105","Orange","Juices","496.09","1/26/2019","1/28/2019","NM","No","","5",""
"96106","Orange","Smoothies","1397.54","1/26/2019","1/28/2019","RI","No","3","",""
"96107","Carrot","Juices","943.30","1/26/2019","1/28/2019","WV","Yes","3","",""
"96109","Celery","Juices","239.44","1/26/2019","1/28/2019","WV","No","5","5",""
"96109","Pear","Juices","1845.99","1/26/2019","1/28/2019","WV","No","2","",""
"96109","Carrot","Juices","457.41","1/26/2019","1/28/2019","WV","No","2","3",""
"96113","Carrot","Juices","1519.55","1/27/2019","1/29/2019","ID","Yes","3","",""
"96125","Orange","Smoothies","1572.69","1/28/2019","1/30/2019","ID","No","","",""
"96131","Orange","Smoothies","1135.29","1/28/2019","1/30/2019","MS","No","","",""
"96131","Cucumber","Smoothies","1057.93","1/28/2019","1/30/2019","MS","No","","",""
"96152","Pear","Smoothies","893.02","1/29/2019","1/31/2019","ID","No","3","",""
"96154","Grape","Smoothies","874.15","1/29/2019","1/31/2019","MS","No","","4",""
"96154","Cucumber","Smoothies","43.06","1/29/2019","1/31/2019","MS","No","","4",""
"96164","Orange","Smoothies","1180.81","1/29/2019","1/31/2019","NM","No","3","",""
"96164","Pear","Juices","1863.81","1/29/2019","1/31/2019","NM","No","3","",""
"96193","Beet","Smoothies","530.66","2/2/2019","2/4/2019","ID","No","3","",""
"96194","Orange","Juices","1824.44","2/2/2019","2/4/2019","ID","Yes","","",""
"96202","Cucumber","Smoothies","1847.69","2/2/2019","2/4/2019","RI","No","3","",""
"96204","Pear","Smoothies","369.90","2/2/2019","2/4/2019","RI","No","3","5",""
"96205","Carrot","Smoothies","1074.49","2/2/2019","2/4/2019","RI","No","3","",""
"96206","Cucumber","Smoothies","1411.20","2/2/2019","2/4/2019","WV","No","3","",""
"96207","Pear","Juices","1540.24","2/2/2019","2/4/2019","WV","Yes","3","5",""
"96207","Apple","Smoothies","1219.52","2/2/2019","2/4/2019","WV","Yes","","3",""
"96262","Apple","Juices","1045.93","2/6/2019","2/8/2019","ND","No","1","",""
"96264","Pear","Juices","1444.15","2/6/2019","2/8/2019","NM","No","1","",""
"96264","Tomato","Juices","1847.03","2/6/2019","2/8/2019","NM","No","1","",""
"96279","Orange","Smoothies","1301.11","2/7/2019","2/9/2019","WV","No","5","3",""
"96279","Celery","Juices","204.71","2/7/2019","2/9/2019","WV","No","1","3",""
"96296","Apple","Juices","919.85","2/10/2019","2/12/2019","ID","No","3","",""
"96296","Celery","Smoothies","1815.37","2/10/2019","2/12/2019","ID","No","2","",""
"96340","Pear","Juices","1932.01","2/14/2019","2/16/2019","ND","No","4","",""
"96341","Apple","Juices","99.76","2/14/2019","2/16/2019","ND","No","4","5",""
"96341","Orange","Smoothies","1264.59","2/14/2019","2/16/2019","ND","No","1","",""
"96341","Carrot","Juices","1547.12","2/14/2019","2/16/2019","ND","No","1","2",""
"96355","Cucumber","Juices","633.60","2/14/2019","2/16/2019","NM","No","4","5",""
"96355","Tomato","Juices","1344.04","2/14/2019","2/16/2019","NM","No","2","4",""
"96355","Orange","Smoothies","907.37","2/14/2019","2/16/2019","NM","No","5","3",""
"96373","Orange","Smoothies","1289.21","2/15/2019","2/17/2019","WV","No","","",""
"96379","Cucumber","Juices","1499.26","2/16/2019","2/18/2019","WV","No","3","",""
"96379","Celery","Smoothies","336.88","2/16/2019","2/18/2019","WV","No","1","",""
"96419","Tomato","Smoothies","1597.97","2/20/2019","2/22/2019","NM","No","5","",""
"96419","Cucumber","Smoothies","1076.95","2/20/2019","2/22/2019","NM","No","5","",""
"96426","Grape","Smoothies","754.20","2/21/2019","2/23/2019","NE","No","2","5",""
"96427","Pear","Juices","411.47","2/21/2019","2/23/2019","RI","Yes","2","3",""
"96479","Beet","Smoothies","24.55","2/26/2019","2/28/2019","ID","No","3","2",""
"96493","Pear","Juices","1313.67","2/28/2019","3/2/2019","MS","No","3","",""
"96504","Carrot","Smoothies","639.60","3/1/2019","3/3/2019","RI","No","5","4",""
"96510","Apple","Juices","8.49","3/2/2019","3/4/2019","ID","No","2","1",""
"96511","Celery","Juices","144.63","3/2/2019","3/4/2019","ID","No","2","5",""
"96515","Cucumber","Smoothies","144.84","3/2/2019","3/4/2019","ND","Yes","1","",""
"96515","Beet","Smoothies","558.85","3/2/2019","3/4/2019","ND","Yes","1","",""
"96515","Pear","Juices","1279.21","3/2/2019","3/4/2019","ND","Yes","1","3",""
"96515","Beet","Smoothies","438.27","3/2/2019","3/4/2019","ND","Yes","5","5",""
"96515","Grape","Juices","1590.81","3/2/2019","3/4/2019","ND","Yes","1","",""
"96515","Pear","Smoothies","1935.69","3/2/2019","3/4/2019","ND","Yes","2","",""
"96515","Cucumber","Juices","907.26","3/2/2019","3/4/2019","ND","Yes","2","",""
"96519","Pear","Juices","903.25","3/2/2019","3/4/2019","NM","Yes","2","",""
"96523","Grape","Smoothies","1558.20","3/2/2019","3/4/2019","WV","No","2","",""
"96525","Orange","Smoothies","1644.66","3/3/2019","3/5/2019","ID","No","5","",""
"96528","Cucumber","Smoothies","933.66","3/3/2019","3/5/2019","ND","No","5","4",""
"103851","Orange","Juices","542.41","8/8/2020","8/10/2020","RI","No","4","",""
"96531","Apple","Juices","307.92","3/3/2019","3/5/2019","NE","No","5","3",""
"96532","Tomato","Juices","385.96","3/3/2019","3/5/2019","NE","No","5","",""
"96543","Celery","Juices","435.11","3/5/2019","3/7/2019","NM","Yes","2","5",""
"96551","Cucumber","Smoothies","1690.73","3/6/2019","3/8/2019","ND","Yes","2","",""
"96562","Grape","Smoothies","706.63","3/7/2019","3/9/2019","ND","No","1","",""
"96591","Apple","Smoothies","982.24","3/10/2019","3/12/2019","ID","No","1","4",""
"96594","Cucumber","Juices","1575.28","3/10/2019","3/12/2019","ND","No","1","",""
"96595","Carrot","Smoothies","1433.26","3/10/2019","3/12/2019","NE","Yes","1","",""
"96596","Carrot","Juices","739.94","3/10/2019","3/12/2019","NM","No","1","5",""
"96596","Carrot","Smoothies","889.30","3/10/2019","3/12/2019","NM","No","1","",""
"96596","Orange","Smoothies","142.61","3/10/2019","3/12/2019","NM","No","1","",""
"96597","Carrot","Juices","1221.64","3/10/2019","3/12/2019","RI","No","1","2",""
"96598","Grape","Juices","299.11","3/10/2019","3/12/2019","WV","No","1","",""
"96598","Grape","Juices","1495.76","3/10/2019","3/12/2019","WV","No","1","",""
"96599","Pear","Smoothies","389.15","3/10/2019","3/12/2019","WV","No","1","4",""
"96599","Celery","Juices","51.93","3/10/2019","3/12/2019","WV","No","1","1",""
"96612","Cucumber","Juices","514.50","3/12/2019","3/14/2019","ND","No","5","",""
"96612","Pear","Juices","139.09","3/12/2019","3/14/2019","ND","No","3","2",""
"96614","Grape","Juices","1550.16","3/12/2019","3/14/2019","NE","No","5","2",""
"96618","Celery","Smoothies","350.41","3/12/2019","3/14/2019","WV","No","5","4",""
"96618","Carrot","Juices","1628.98","3/12/2019","3/14/2019","WV","No","3","",""
"96618","Carrot","Juices","94.51","3/12/2019","3/14/2019","WV","No","3","5",""
"96618","Apple","Juices","382.49","3/12/2019","3/14/2019","WV","No","3","3",""
"96627","Carrot","Smoothies","65.93","3/14/2019","3/16/2019","ID","No","1","3",""
"104140","Orange","Juices","1142.12","8/26/2020","8/28/2020","ND","No","1","",""
"96627","Carrot","Juices","591.48","3/14/2019","3/16/2019","ID","No","2","",""
"104148","Orange","Juices","235.99","8/26/2020","8/28/2020","RI","No","4","",""
"104319","Orange","Juices","162.27","9/5/2020","9/7/2020","WV","No","1","",""
"104514","Orange","Juices","13.00","9/17/2020","9/19/2020","ND","No","5","",""
"96631","Apple","Smoothies","113.57","3/14/2019","3/16/2019","ND","No","1","4",""
"96631","Apple","Juices","790.87","3/14/2019","3/16/2019","ND","No","4","5",""
"96634","Apple","Juices","734.43","3/14/2019","3/16/2019","ND","No","2","1",""
"96638","Carrot","Smoothies","277.11","3/14/2019","3/16/2019","NM","No","2","3",""
"96645","Grape","Juices","739.32","3/14/2019","3/16/2019","WV","No","2","5",""
"96687","Apple","Juices","926.24","3/17/2019","3/19/2019","ND","No","5","",""
"96687","Orange","Smoothies","431.80","3/17/2019","3/19/2019","ND","No","","1",""
"96687","Orange","Smoothies","100.68","3/17/2019","3/19/2019","ND","No","","5",""
"96687","Grape","Smoothies","951.96","3/17/2019","3/19/2019","ND","No","3","5",""
"96691","Celery","Juices","137.75","3/17/2019","3/19/2019","NM","No","2","2",""
"96691","Apple","Juices","1808.35","3/17/2019","3/19/2019","NM","No","3","",""
"96691","Celery","Smoothies","1678.03","3/17/2019","3/19/2019","NM","No","3","5",""
"96691","Grape","Juices","656.39","3/17/2019","3/19/2019","NM","No","2","2",""
"96691","Carrot","Juices","1031.81","3/17/2019","3/19/2019","NM","No","5","5",""
"96718","Tomato","Smoothies","542.57","3/20/2019","3/22/2019","ID","Yes","3","5",""
"96718","Grape","Smoothies","624.40","3/20/2019","3/22/2019","ID","Yes","3","",""
"96723","Pear","Juices","48.73","3/20/2019","3/22/2019","NE","Yes","2","1",""
"96725","Pear","Juices","1959.09","3/20/2019","3/22/2019","NM","Yes","3","",""
"96725","Celery","Smoothies","1557.13","3/20/2019","3/22/2019","NM","Yes","3","5",""
"104531","Orange","Juices","212.98","9/17/2020","9/19/2020","WV","No","5","4",""
"96728","Apple","Juices","171.27","3/21/2019","3/23/2019","MS","No","","",""
"96733","Tomato","Juices","264.12","3/21/2019","3/23/2019","NM","No","1","5",""
"96733","Orange","Smoothies","466.29","3/21/2019","3/23/2019","NM","No","","4",""
"96733","Beet","Juices","560.92","3/21/2019","3/23/2019","NM","No","4","2",""
"96733","Orange","Smoothies","5.33","3/21/2019","3/23/2019","NM","No","4","2",""
"96736","Pear","Juices","486.66","3/21/2019","3/23/2019","WV","No","5","5",""
"104649","Orange","Juices","828.96","9/23/2020","9/25/2020","WV","No","3","5",""
"96742","Pear","Juices","1185.24","3/22/2019","3/24/2019","NE","Yes","4","",""
"96750","Apple","Smoothies","542.30","3/23/2019","3/25/2019","MS","Yes","","",""
"96750","Pear","Smoothies","800.24","3/23/2019","3/25/2019","MS","Yes","5","5",""
"96750","Pear","Juices","346.25","3/23/2019","3/25/2019","MS","Yes","5","1",""
"96751","Apple","Juices","1169.14","3/23/2019","3/25/2019","ND","No","5","2",""
"105053","Orange","Juices","1597.72","10/19/2020","10/21/2020","ND","No","4","",""
"96753","Orange","Smoothies","1531.23","3/23/2019","3/25/2019","NM","No","5","",""
"96754","Celery","Smoothies","94.89","3/23/2019","3/25/2019","RI","No","5","3",""
"96755","Carrot","Juices","1567.65","3/23/2019","3/25/2019","WV","Yes","5","",""
"96758","Carrot","Smoothies","1037.98","3/24/2019","3/26/2019","ID","No","5","5",""
"96758","Apple","Juices","32.54","3/24/2019","3/26/2019","ID","No","5","5",""
"96760","Apple","Juices","926.54","3/24/2019","3/26/2019","MS","No","","5",""
"96760","Cucumber","Smoothies","969.22","3/24/2019","3/26/2019","MS","No","5","2",""
"96761","Orange","Smoothies","438.43","3/24/2019","3/26/2019","MS","No","5","",""
"96763","Pear","Smoothies","486.64","3/24/2019","3/26/2019","ND","No","5","",""
"96765","Orange","Smoothies","736.28","3/24/2019","3/26/2019","NE","No","5","3",""
"105053","Orange","Juices","184.34","10/19/2020","10/21/2020","ND","No","4","",""
"96771","Pear","Juices","1141.49","3/24/2019","3/26/2019","RI","No","5","3",""
"96784","Cucumber","Smoothies","1031.01","3/25/2019","3/27/2019","NM","Yes","2","2",""
"105156","Orange","Juices","722.76","10/26/2020","10/28/2020","NM","No","4","",""
"96786","Pear","Juices","181.79","3/25/2019","3/27/2019","WV","No","2","5",""
"96787","Pear","Juices","674.32","3/25/2019","3/27/2019","WV","No","2","2",""
"96859","Grape","Smoothies","1857.53","4/1/2019","4/3/2019","MS","No","4","",""
"96865","Orange","Smoothies","553.47","4/1/2019","4/3/2019","ND","No","4","3",""
"96866","Carrot","Juices","941.01","4/1/2019","4/3/2019","ND","No","4","5",""
"96867","Celery","Smoothies","1449.28","4/1/2019","4/3/2019","ND","Yes","4","",""
"105300","Orange","Juices","458.16","11/6/2020","11/8/2020","NE","No","3","",""
"96882","Cucumber","Smoothies","897.58","4/1/2019","4/3/2019","WV","No","3","3",""
"96882","Orange","Juices","1910.54","4/1/2019","4/3/2019","WV","No","","",""
"96882","Apple","Juices","630.29","4/1/2019","4/3/2019","WV","No","","2",""
"96892","Carrot","Juices","36.17","4/2/2019","4/4/2019","NM","No","3","2",""
"96892","Orange","Smoothies","598.96","4/2/2019","4/4/2019","NM","No","2","5",""
"96918","Tomato","Juices","1592.78","4/4/2019","4/6/2019","ID","No","3","",""
"96920","Tomato","Smoothies","981.73","4/4/2019","4/6/2019","ID","No","1","",""
"105878","Orange","Juices","163.81","12/17/2020","12/19/2020","NM","No","5","",""
"96927","Beet","Juices","1103.25","4/5/2019","4/7/2019","ID","No","5","1",""
"96934","Cucumber","Juices","978.50","4/5/2019","4/7/2019","ND","No","5","4",""
"96934","Orange","Juices","995.94","4/5/2019","4/7/2019","ND","No","","",""
"96935","Cucumber","Juices","376.82","4/5/2019","4/7/2019","NE","No","5","",""
"96958","Beet","Smoothies","944.52","4/7/2019","4/9/2019","NM","No","1","",""
"97025","Cucumber","Juices","1493.63","4/12/2019","4/14/2019","ID","Yes","1","",""
"97028","Apple","Juices","1429.54","4/12/2019","4/14/2019","MS","No","","",""
"97029","Orange","Smoothies","9.58","4/12/2019","4/14/2019","MS","Yes","5","5",""
"97029","Carrot","Juices","1619.93","4/12/2019","4/14/2019","MS","Yes","3","1",""
"97030","Grape","Smoothies","764.77","4/12/2019","4/14/2019","MS","No","","5",""
"97067","Tomato","Smoothies","883.21","4/16/2019","4/18/2019","ID","Yes","4","",""
"97069","Tomato","Juices","111.54","4/16/2019","4/18/2019","ND","Yes","4","2",""
"97075","Apple","Smoothies","1344.46","4/16/2019","4/18/2019","NM","No","","4",""
"97082","Orange","Smoothies","489.99","4/16/2019","4/18/2019","WV","No","5","5",""
"97082","Orange","Smoothies","734.48","4/16/2019","4/18/2019","WV","No","5","",""
"97084","Grape","Juices","292.99","4/17/2019","4/19/2019","MS","Yes","","3",""
"97086","Grape","Smoothies","529.53","4/17/2019","4/19/2019","ND","Yes","5","5",""
"97087","Apple","Juices","1862.05","4/17/2019","4/19/2019","ND","No","","",""
"97088","Apple","Smoothies","1014.02","4/17/2019","4/19/2019","NE","No","5","",""
"97171","Orange","Smoothies","327.97","4/23/2019","4/25/2019","NM","No","2","5",""
"97201","Celery","Juices","167.37","4/26/2019","4/28/2019","MS","Yes","","",""
"97204","Cucumber","Juices","1509.34","4/26/2019","4/28/2019","ND","No","1","",""
"97206","Cucumber","Smoothies","579.47","4/26/2019","4/28/2019","NE","No","1","5",""
"106090","Orange","Juices","528.26","12/28/2020","12/30/2020","WV","Yes","4","3",""
"97250","Carrot","Juices","1464.03","4/29/2019","5/1/2019","ID","No","1","",""
"97255","Apple","Smoothies","959.33","4/29/2019","5/1/2019","NE","No","1","",""
"97282","Beet","Smoothies","857.29","5/2/2019","5/4/2019","ID","No","5","3",""
"97284","Grape","Juices","609.61","5/2/2019","5/4/2019","MS","No","1","2",""
"92216","Orange","Juices","53.30","1/6/2018","1/9/2018","RI","No","2","",""
"92280","Orange","Juices","232.88","1/13/2018","1/16/2018","NE","No","3","3",""
"97300","Pear","Juices","356.61","5/2/2019","5/4/2019","RI","Yes","2","",""
"97305","Beet","Smoothies","164.49","5/3/2019","5/5/2019","ID","Yes","3","5",""
"97305","Apple","Juices","1434.34","5/3/2019","5/5/2019","ID","Yes","4","",""
"97308","Carrot","Juices","286.76","5/3/2019","5/5/2019","MS","Yes","","5",""
"97316","Celery","Juices","437.03","5/3/2019","5/5/2019","NE","No","4","",""
"97318","Orange","Smoothies","342.86","5/3/2019","5/5/2019","NM","No","4","",""
"97321","Cucumber","Smoothies","1125.64","5/3/2019","5/5/2019","NM","Yes","4","",""
"97323","Pear","Juices","924.82","5/3/2019","5/5/2019","RI","No","4","5",""
"97346","Pear","Juices","165.37","5/6/2019","5/8/2019","ID","No","4","5",""
"97351","Grape","Smoothies","1986.67","5/6/2019","5/8/2019","ND","No","4","",""
"97365","Cucumber","Juices","324.73","5/8/2019","5/10/2019","MS","No","2","4",""
"97367","Apple","Smoothies","1391.27","5/8/2019","5/10/2019","MS","Yes","","",""
"97368","Grape","Smoothies","1865.53","5/8/2019","5/10/2019","MS","Yes","","",""
"97368","Pear","Smoothies","194.20","5/8/2019","5/10/2019","MS","Yes","","",""
"97372","Tomato","Juices","375.65","5/8/2019","5/10/2019","ND","No","2","5",""
"97372","Carrot","Smoothies","1214.20","5/8/2019","5/10/2019","ND","No","2","",""
"97378","Pear","Smoothies","1161.52","5/8/2019","5/10/2019","NE","No","2","",""
"97378","Carrot","Juices","370.20","5/8/2019","5/10/2019","NE","No","1","4",""
"97378","Apple","Juices","1176.87","5/8/2019","5/10/2019","NE","No","2","4",""
"97380","Grape","Juices","397.94","5/8/2019","5/10/2019","NM","No","2","",""
"97380","Beet","Smoothies","1243.87","5/8/2019","5/10/2019","NM","No","2","4",""
"97383","Apple","Juices","1790.72","5/8/2019","5/10/2019","RI","No","2","",""
"97390","Pear","Smoothies","250.06","5/8/2019","5/10/2019","WV","No","2","5",""
"97409","Orange","Smoothies","1833.19","5/11/2019","5/13/2019","ID","No","4","",""
"97409","Tomato","Smoothies","565.38","5/11/2019","5/13/2019","ID","No","4","5",""
"97409","Grape","Juices","1344.86","5/11/2019","5/13/2019","ID","No","4","",""
"97409","Pear","Smoothies","1819.15","5/11/2019","5/13/2019","ID","No","3","",""
"92294","Orange","Juices","509.39","1/16/2018","1/19/2018","ID","No","2","",""
"97418","Orange","Smoothies","1252.23","5/11/2019","5/13/2019","ND","No","3","4",""
"97418","Pear","Smoothies","1833.27","5/11/2019","5/13/2019","ND","No","3","",""
"97418","Apple","Smoothies","904.82","5/11/2019","5/13/2019","ND","No","2","1",""
"97419","Pear","Juices","178.09","5/11/2019","5/13/2019","NE","No","2","5",""
"92306","Orange","Juices","717.13","1/16/2018","1/19/2018","NM","No","1","",""
"97426","Grape","Juices","198.26","5/11/2019","5/13/2019","RI","No","4","",""
"97434","Orange","Smoothies","95.98","5/12/2019","5/14/2019","ID","No","3","",""
"97434","Pear","Juices","1848.71","5/12/2019","5/14/2019","ID","No","3","",""
"97435","Pear","Smoothies","1137.44","5/12/2019","5/14/2019","ID","No","3","3",""
"97448","Pear","Smoothies","246.75","5/12/2019","5/14/2019","NE","Yes","3","5",""
"97448","Pear","Juices","1132.10","5/12/2019","5/14/2019","NE","Yes","3","5",""
"97453","Tomato","Juices","1080.51","5/12/2019","5/14/2019","NM","Yes","3","",""
"97454","Beet","Juices","1430.04","5/12/2019","5/14/2019","NM","No","3","",""
"97466","Apple","Smoothies","1934.84","5/13/2019","5/15/2019","ND","No","2","",""
"97466","Apple","Juices","781.65","5/13/2019","5/15/2019","ND","No","3","4",""
"92606","Orange","Juices","68.98","2/26/2018","3/1/2018","ID","No","5","",""
"97475","Beet","Juices","1412.51","5/14/2019","5/16/2019","ID","No","4","",""
"97475","Cucumber","Juices","292.44","5/14/2019","5/16/2019","ID","No","2","4",""
"97477","Cucumber","Smoothies","1684.75","5/14/2019","5/16/2019","ND","No","4","",""
"97478","Orange","Smoothies","1383.97","5/14/2019","5/16/2019","NE","Yes","3","",""
"97478","Pear","Smoothies","142.82","5/14/2019","5/16/2019","NE","Yes","4","3",""
"97481","Orange","Smoothies","215.67","5/14/2019","5/16/2019","WV","Yes","4","",""
"97481","Carrot","Smoothies","659.19","5/14/2019","5/16/2019","WV","Yes","2","5",""
"97531","Beet","Smoothies","1327.51","5/19/2019","5/21/2019","ID","No","3","5",""
"97536","Celery","Smoothies","1116.39","5/19/2019","5/21/2019","ND","No","2","",""
"97536","Cucumber","Juices","741.04","5/19/2019","5/21/2019","ND","No","2","",""
"97539","Celery","Smoothies","1125.38","5/19/2019","5/21/2019","NM","No","2","",""
"97539","Pear","Smoothies","774.05","5/19/2019","5/21/2019","NM","No","2","2",""
"97539","Cucumber","Juices","1484.02","5/19/2019","5/21/2019","NM","No","2","5",""
"97543","Carrot","Juices","162.34","5/20/2019","5/22/2019","MS","No","","5",""
"97543","Grape","Juices","1463.27","5/20/2019","5/22/2019","MS","No","5","",""
"97543","Carrot","Juices","1205.44","5/20/2019","5/22/2019","MS","No","5","",""
"97544","Orange","Juices","1359.45","5/20/2019","5/22/2019","ND","No","","",""
"97544","Orange","Smoothies","245.32","5/20/2019","5/22/2019","ND","No","","",""
"97545","Orange","Smoothies","1239.11","5/20/2019","5/22/2019","NE","No","","",""
"97547","Apple","Smoothies","203.95","5/20/2019","5/22/2019","NM","No","","3",""
"97548","Celery","Smoothies","1563.69","5/20/2019","5/22/2019","NM","No","5","",""
"97551","Cucumber","Juices","632.91","5/20/2019","5/22/2019","RI","No","5","4",""
"97553","Apple","Smoothies","1253.07","5/20/2019","5/22/2019","WV","No","","",""
"97555","Cucumber","Smoothies","1001.12","5/21/2019","5/23/2019","MS","No","5","",""
"97562","Cucumber","Juices","1625.53","5/21/2019","5/23/2019","RI","No","1","",""
"97562","Orange","Smoothies","1868.01","5/21/2019","5/23/2019","RI","No","3","",""
"97564","Apple","Smoothies","787.29","5/21/2019","5/23/2019","WV","No","5","3",""
"97568","Beet","Juices","593.31","5/22/2019","5/24/2019","ND","Yes","2","5",""
"92700","Orange","Juices","518.49","3/6/2018","3/9/2018","ND","No","2","",""
"97571","Apple","Juices","1857.58","5/22/2019","5/24/2019","WV","No","2","",""
"97572","Grape","Juices","939.38","5/22/2019","5/24/2019","WV","No","2","",""
"97573","Apple","Juices","321.93","5/23/2019","5/25/2019","MS","Yes","","3",""
"97575","Orange","Juices","1495.47","5/23/2019","5/25/2019","NE","No","","",""
"97576","Orange","Juices","1390.63","5/23/2019","5/25/2019","NM","No","","2",""
"97578","Apple","Smoothies","34.77","5/23/2019","5/25/2019","RI","Yes","","",""
"97580","Grape","Juices","1619.66","5/24/2019","5/26/2019","ID","No","5","",""
"97607","Tomato","Juices","1506.75","5/27/2019","5/29/2019","ND","No","1","",""
"97610","Cucumber","Juices","1657.58","5/27/2019","5/29/2019","WV","Yes","5","",""
"97617","Celery","Juices","486.91","5/28/2019","5/30/2019","MS","No","","5",""
"97634","Carrot","Juices","1309.78","5/29/2019","5/31/2019","ND","No","2","",""
"97634","Grape","Smoothies","577.05","5/29/2019","5/31/2019","ND","No","2","2",""
"97660","Orange","Smoothies","401.70","5/30/2019","6/1/2019","WV","No","","",""
"97708","Pear","Juices","935.17","6/3/2019","6/5/2019","MS","Yes","3","1",""
"97720","Apple","Juices","305.58","6/3/2019","6/5/2019","WV","No","3","5",""
"97720","Celery","Juices","1510.08","6/3/2019","6/5/2019","WV","No","1","",""
"97726","Pear","Smoothies","195.76","6/5/2019","6/7/2019","ID","No","2","2",""
"97732","Apple","Juices","109.02","6/5/2019","6/7/2019","NM","No","","3",""
"97738","Orange","Juices","42.95","6/6/2019","6/8/2019","ID","Yes","","4",""
"97742","Orange","Smoothies","179.10","6/6/2019","6/8/2019","ND","No","","",""
"97742","Orange","Smoothies","1406.39","6/6/2019","6/8/2019","ND","No","","",""
"97751","Carrot","Juices","419.80","6/7/2019","6/9/2019","ID","No","4","2",""
"97751","Cucumber","Juices","1159.69","6/7/2019","6/9/2019","ID","No","4","",""
"97752","Pear","Smoothies","561.31","6/7/2019","6/9/2019","ID","No","3","2",""
"97753","Apple","Juices","1989.78","6/7/2019","6/9/2019","MS","No","4","",""
"97753","Cucumber","Juices","887.03","6/7/2019","6/9/2019","MS","No","","",""
"97754","Pear","Juices","508.60","6/7/2019","6/9/2019","MS","No","5","5",""
"97757","Carrot","Juices","1051.79","6/7/2019","6/9/2019","ND","No","4","",""
"97757","Tomato","Juices","1052.62","6/7/2019","6/9/2019","ND","No","4","",""
"97763","Pear","Juices","148.26","6/7/2019","6/9/2019","RI","Yes","4","5",""
"97766","Carrot","Smoothies","734.35","6/7/2019","6/9/2019","RI","No","5","",""
"97776","Grape","Smoothies","51.61","6/8/2019","6/10/2019","RI","Yes","1","4",""
"92755","Orange","Juices","621.20","3/12/2018","3/15/2018","NE","Yes","3","",""
"97778","Carrot","Juices","1229.09","6/9/2019","6/11/2019","ID","Yes","3","",""
"92764","Orange","Juices","339.38","3/12/2018","3/15/2018","WV","No","3","",""
"97780","Grape","Smoothies","1892.62","6/9/2019","6/11/2019","MS","No","3","",""
"97781","Grape","Smoothies","1625.45","6/9/2019","6/11/2019","ND","No","3","",""
"97781","Apple","Juices","524.26","6/9/2019","6/11/2019","ND","No","","2",""
"97785","Cucumber","Juices","933.04","6/9/2019","6/11/2019","NE","No","3","1",""
"97786","Cucumber","Juices","1085.37","6/9/2019","6/11/2019","NM","No","3","",""
"97788","Pear","Smoothies","1159.06","6/9/2019","6/11/2019","RI","Yes","3","4",""
"97803","Apple","Juices","1497.45","6/10/2019","6/12/2019","NE","No","4","",""
"97804","Pear","Juices","1762.88","6/10/2019","6/12/2019","NE","No","4","",""
"97809","Cucumber","Smoothies","1225.43","6/10/2019","6/12/2019","NM","No","4","",""
"97881","Orange","Smoothies","466.38","6/17/2019","6/19/2019","RI","No","5","",""
"97894","Orange","Smoothies","603.97","6/18/2019","6/20/2019","WV","No","","5",""
"97897","Pear","Juices","154.95","6/19/2019","6/21/2019","MS","No","1","5",""
"97898","Apple","Smoothies","135.01","6/19/2019","6/21/2019","ND","Yes","1","5",""
"97902","Grape","Smoothies","1731.23","6/19/2019","6/21/2019","RI","Yes","1","",""
"97903","Pear","Juices","1766.37","6/19/2019","6/21/2019","RI","No","1","",""
"97903","Apple","Smoothies","1335.03","6/19/2019","6/21/2019","RI","No","5","",""
